"DEROG","DELINQ","CLAGE","NINQ","DEBTINC","BAD"
0,0,77.117090664,0,25.042596687,"0"
0,1,252.25289259,1,38.727417297,"0"
0,0,91.095794879,0,37.133107539,"0"
0,0,205.73712524,0,30.798763531,"0"
1,0,175.55557129,0,26.900320998,"0"
0,0,199.35052965,1,32.033628789,"0"
0,1,244.62436764,1,38.117306388,"0"
0,0,99.816258251,1,38.370539706,"0"
0,0,85.635235028,1,24.534325065,"0"
0,0,206.799179,3,40.569897059,"0"
0,0,189.36630726,0,33.971221884,"0"
0,0,263.2869775,0,36.827785946,"0"
0,8,122.84395119,0,36.122885906,"1"
0,0,107.52855981,1,40.280974865,"0"
0,0,190.94593081,1,28.640823727,"0"
0,0,237.94813719,2,36.400946661,"0"
0,0,104.83507193,1,38.376112633,"0"
0,0,100.62966346,0,37.361513569,"0"
1,2,170.28188255,2,38.62337208,"0"
2,0,364.43094738,1,16.064245381,"0"
1,0,115.78062817,1,22.313705147,"0"
0,0,193.5089634,0,29.087994721,"0"
1,0,164.31789635,6,38.721321606,"0"
0,0,148.70447764,1,34.472204606,"0"
0,0,92.907548338,0,36.845356693,"0"
0,0,149.87462567,2,43.197242061,"1"
0,0,259.16381964,0,21.253498139,"0"
0,0,158.18580391,1,32.49748842,"0"
0,0,168.74982105,4,39.698429807,"0"
0,1,181.54292704,0,35.031650879,"0"
0,0,218.48175459,0,36.182192009,"0"
0,0,95.35537249,0,39.391365195,"0"
0,0,347.24501311,0,37.774681559,"0"
0,0,58.895685895,0,57.995018623,"1"
0,1,189.69527288,0,29.133697408,"0"
0,0,203.73276258,0,34.435246045,"0"
0,0,87.825346176,0,24.479373218,"0"
0,0,380.27804051,0,36.739820219,"0"
0,0,184.78841632,2,29.140031372,"0"
0,0,85.010052857,2,27.769438937,"0"
0,0,163.08914819,1,37.973055369,"0"
0,0,190.64814501,1,34.192891589,"0"
0,0,217.23532123,3,41.511300788,"0"
0,0,133.79051006,0,34.887236085,"0"
0,1,109.32463871,3,37.291824994,"0"
0,0,157.51963708,1,33.992366066,"0"
0,0,222.36488939,1,34.925984254,"0"
0,0,82.507446213,2,39.53698719,"0"
1,3,184.34575081,0,34.634235614,"0"
0,0,220.82597888,0,30.633131002,"0"
0,0,243.6309162,1,36.574441888,"0"
0,1,144.61612625,0,32.366511586,"0"
1,0,306.99220543,2,34.483878415,"0"
0,0,85.681205116,0,39.53639781,"0"
0,0,182.0920717,2,33.690785641,"0"
0,0,241.51415322,0,45.569842652,"0"
0,0,47.610677633,1,38.88482776,"0"
0,0,260.79726222,0,27.942866028,"0"
0,0,190.08482952,0,24.602658554,"0"
0,0,245.01801188,4,41.423844135,"0"
2,3,188.78007609,2,39.699980465,"0"
0,0,88.677328625,0,31.056436786,"0"
0,1,176.65689456,0,30.674205288,"0"
1,0,231.60541135,1,36.439736731,"0"
0,0,167.42253971,4,41.974878281,"0"
0,0,105.07480159,6,41.262353472,"1"
0,0,166.37415023,0,34.536411741,"0"
0,1,396.92626454,1,20.291988939,"0"
0,0,308.21326219,2,34.408948419,"0"
0,0,122.49607792,0,36.736870753,"0"
0,0,157.24655028,0,33.556312248,"0"
0,0,182.35389999,1,34.983459334,"0"
0,0,66.541057817,1,42.332124341,"0"
0,0,367.23086382,0,36.842174626,"0"
0,0,258.55492784,0,20.260198049,"0"
0,0,206.21222804,3,37.864946214,"0"
0,0,83.503094799,2,37.098413449,"0"
0,0,187.71348615,0,27.86112392,"0"
0,0,94.598425262,8,45.464765837,"1"
0,2,305.55692802,0,32.177916696,"0"
0,0,241.46041263,0,23.237035018,"0"
0,0,97.319406172,0,27.322396546,"0"
0,0,84.551104187,0,32.342959321,"0"
0,0,89.062698773,1,38.447658863,"0"
0,0,164.3308981,0,32.375149102,"0"
0,0,108.27542318,8,47.079285365,"1"
0,0,117.05239472,0,21.446281709,"0"
0,0,245.1308598,1,36.350329432,"0"
0,0,230.72115441,0,25.753010226,"0"
0,0,103.01428965,0,37.310006097,"0"
0,0,64.066735538,1,34.104697064,"0"
0,0,171.20507901,0,24.553206166,"0"
0,0,77.114285108,0,32.587465652,"0"
0,4,87.859169291,2,36.395148149,"1"
0,0,85.230876487,2,40.451392536,"0"
0,0,244.14050903,0,24.20235008,"0"
0,0,170.34097406,0,37.792555026,"0"
0,0,164.56765548,2,43.204953133,"0"
1,0,122.48359427,0,33.651646949,"0"
0,0,238.31447075,1,34.680381648,"0"
0,0,107.37405519,1,32.625687041,"0"
0,0,68.353056056,1,38.0722099,"0"
0,0,197.70926699,1,26.251888349,"0"
0,0,84.839126053,1,30.868137501,"0"
1,0,110.77162319,0,39.735785258,"0"
3,0,244.23353012,2,32.656531297,"0"
1,3,184.5725782,3,38.219034312,"0"
0,0,92.979490511,0,37.319289307,"0"
0,0,54.746622005,2,40.76038718,"0"
0,0,249.85118993,0,39.528326336,"0"
0,0,186.7575926,1,30.655744344,"0"
0,0,98.377278192,2,26.242394307,"0"
1,2,181.76894044,3,39.594148271,"0"
0,0,116.53228926,1,31.540218257,"0"
0,0,66.758325469,0,36.846466819,"0"
0,0,218.98166217,1,34.015359605,"0"
0,0,225.87035215,0,34.13705457,"0"
1,0,185.25673471,2,28.030801551,"0"
0,0,222.63433925,1,33.964777335,"0"
0,1,192.59685455,0,28.828649308,"0"
0,0,46.272175955,1,25.448844532,"1"
0,1,102.14742858,0,25.3840627,"0"
0,1,132.76672403,0,31.642335073,"0"
0,0,133.90650517,0,36.180857581,"0"
0,0,126.84293494,0,26.001665333,"0"
0,0,95.039168276,2,40.396233444,"0"
0,2,188.53398908,0,38.589372345,"0"
0,0,190.02108492,1,34.698162391,"0"
1,0,174.34182326,0,31.75799058,"0"
0,1,178.6374675,0,31.888936384,"0"
0,0,205.00760033,3,41.587201191,"0"
0,0,97.861325762,0,36.996385659,"1"
0,0,270.26516526,0,33.658292221,"0"
0,1,179.89655998,1,53.584883008,"1"
1,2,172.79930087,3,38.588823585,"0"
0,2,202.53743039,0,29.551583139,"0"
0,1,129.73199214,0,38.042767861,"0"
0,0,212.22346879,0,33.920789966,"0"
0,0,113.42514573,2,41.474073805,"0"
0,0,171.75957905,2,33.227793593,"0"
0,0,102.66507078,0,30.09500969,"0"
0,0,163.27383179,1,38.383498378,"0"
0,0,179.91736263,0,25.210739655,"0"
0,0,179.83082878,0,40.291951983,"0"
0,0,308.75917568,0,34.095785093,"0"
0,0,94.518067782,2,28.088524645,"0"
0,0,119.14584404,1,40.978635322,"0"
0,0,58.892731331,8,23.875946186,"0"
0,0,89.124526305,0,38.8031464,"0"
2,1,346.9796514,1,16.48162968,"0"
0,0,68.810826166,0,30.518229752,"0"
0,0,228.98545319,3,37.91433471,"0"
0,1,191.81512308,0,30.124555686,"0"
0,0,248.58340866,0,39.204625006,"0"
0,0,59.548702675,1,24.195903631,"1"
0,0,349.75236213,0,34.34334852,"0"
0,1,404.9043933,0,23.610124369,"0"
0,0,225.88904146,0,34.727875189,"0"
0,1,180.81810233,0,29.555406533,"0"
0,0,231.73414438,0,36.025683828,"0"
0,0,177.08584488,0,33.849092539,"0"
0,0,72.494660925,0,35.667645974,"0"
0,1,78.833617625,2,36.174955236,"1"
0,0,256.63415201,0,22.447943315,"0"
0,0,224.71557646,2,39.526852362,"0"
0,0,107.34006616,0,37.699108592,"0"
1,1,126.77192888,1,40.031393322,"1"
0,0,175.41182666,0,39.216775179,"0"
0,0,241.06079106,0,25.21859995,"0"
0,0,173.8298837,0,33.897772554,"0"
0,0,206.90348089,2,37.743047077,"0"
0,0,215.43179389,3,36.569347898,"0"
0,0,240.68258102,0,24.404335112,"0"
0,0,244.01777452,3,36.542570221,"0"
0,0,88.606023456,0,38.026151095,"0"
0,1,90.230329762,0,38.255862022,"0"
2,0,352.37913787,0,28.030214206,"1"
0,1,319.79577127,0,33.596170858,"0"
0,0,440.42125368,0,26.904766453,"0"
0,1,142.17430035,0,33.468763239,"0"
0,0,323.19292763,0,33.299628394,"0"
0,0,255.28741537,0,29.434867143,"0"
0,1,242.24976115,2,37.680169764,"0"
0,2,84.444746145,0,36.673648152,"0"
0,0,155.37122034,4,42.539685706,"0"
0,0,67.636289053,1,28.689928357,"0"
0,0,115.55852962,0,26.91192966,"0"
0,0,190.48216428,1,29.578148133,"0"
0,2,197.12004536,0,41.441052018,"1"
0,0,131.01191573,0,32.80374334,"0"
0,0,208.89848526,2,39.250433285,"0"
0,0,308.43564919,2,31.075616581,"0"
0,1,237.09808129,0,22.003376409,"0"
1,1,224.48075013,1,34.947076581,"0"
0,2,194.48489733,1,30.797674365,"1"
0,1,179.64827359,1,40.670904725,"0"
0,0,102.97207872,0,29.655713203,"0"
0,2,403.96540093,1,21.758642612,"0"
0,1,167.36102992,0,35.763333479,"0"
0,0,89.492116658,0,34.050949362,"0"
0,0,108.53256364,0,26.099258701,"0"
0,0,90.881292261,2,38.120810575,"0"
0,0,364.37597582,0,36.674734318,"0"
0,0,117.9983043,0,36.044251755,"1"
0,1,250.25216481,2,38.483648445,"0"
0,1,243.71377409,1,36.564119563,"0"
0,0,113.68878037,1,33.896642978,"0"
0,0,183.20620747,0,26.87488997,"0"
0,0,163.70355537,1,39.271884779,"0"
0,0,239.05055657,0,20.961272939,"0"
0,0,125.76577489,0,35.506774068,"0"
0,0,139.51391501,0,35.892436102,"0"
0,0,213.28149573,0,19.078651168,"0"
0,0,109.28434579,0,36.159805919,"0"
0,0,198.80971711,0,33.538726152,"0"
0,1,226.78110513,0,24.190326625,"0"
0,1,80.368196976,0,37.490798825,"0"
0,0,80.843216818,0,28.793166271,"0"
0,0,152.92982848,1,39.640828981,"0"
0,0,205.11724572,3,39.126130259,"0"
0,0,224.39489458,0,26.129627304,"0"
0,0,173.96189741,1,37.456622102,"0"
0,0,221.4180934,0,25.462641527,"0"
0,0,254.01968935,3,41.433943797,"0"
0,0,267.97010945,0,22.089199918,"0"
0,0,144.79522043,0,33.8858765,"0"
2,0,12.176928574,0,33.241218883,"1"
0,0,226.56590487,3,38.339798053,"0"
0,0,154.42736766,0,37.575436102,"0"
0,0,186.249507,0,33.995565356,"0"
0,1,120.88581123,2,43.159875329,"1"
0,1,399.24269191,1,23.374504567,"0"
0,0,91.219961165,1,25.140279716,"0"
0,1,332.72338954,0,40.120168319,"0"
0,0,88.789155967,2,27.899267889,"0"
0,0,98.224144195,1,25.52507894,"0"
0,0,357.14381933,0,34.601973808,"0"
0,0,117.3762292,0,27.694521271,"0"
1,2,176.91298776,1,38.544441857,"0"
0,0,229.44157776,1,36.334814357,"0"
0,0,146.81015408,2,39.466964223,"0"
0,1,356.31348584,0,41.634017956,"0"
0,0,190.92092996,1,28.086854837,"0"
0,1,129.75806208,0,38.425881111,"0"
0,0,190.03121757,0,39.008673024,"0"
2,3,173.71183851,3,38.556929453,"0"
0,2,403.51499966,0,22.168244524,"0"
0,0,112.38484554,1,28.298733642,"0"
0,0,132.09765987,1,26.251830338,"0"
0,3,295.33466966,0,28.600252229,"1"
0,0,116.99879949,0,34.683071467,"0"
0,0,85.664833722,0,35.947854706,"0"
0,0,207.93025578,1,38.955124742,"0"
0,0,143.10103259,2,42.169926729,"0"
0,0,212.78328271,0,31.120132652,"0"
0,0,96.292020222,2,27.173232225,"0"
0,0,137.43999135,0,34.202005032,"0"
0,0,234.33024049,4,39.351470851,"0"
0,0,354.29028718,0,38.143068786,"0"
0,0,114.98297904,0,39.481662901,"0"
0,0,127.62547457,0,33.027143557,"0"
0,0,99.104082616,0,38.235312929,"0"
0,0,208.17711251,0,23.830110576,"0"
1,1,229.17795924,0,25.489994512,"0"
0,0,271.23803732,1,33.251079314,"0"
0,0,192.31448267,2,34.343755724,"0"
0,0,188.88668235,1,26.950451284,"0"
0,2,199.08772113,0,29.462134076,"0"
0,0,200.41695429,0,34.019837692,"0"
1,0,266.12105655,0,34.082178462,"0"
0,0,191.39688748,0,34.368650887,"0"
0,0,132.09363428,0,26.864568467,"0"
0,1,193.74248539,0,27.623493964,"0"
0,0,135.80047603,0,35.851614414,"0"
0,0,169.40165199,0,40.174430056,"0"
0,0,262.89018789,3,39.547882702,"0"
0,0,173.31832075,0,38.191626025,"0"
0,1,164.59640287,1,39.449692717,"0"
0,0,162.11625392,1,39.791198955,"0"
0,0,61.915444655,0,30.702428546,"0"
0,1,203.70020243,1,37.596951452,"0"
0,0,354.17458076,0,34.355739238,"0"
0,1,312.54739604,0,31.181801354,"0"
0,1,103.04811711,0,19.020168304,"0"
0,3,201.36992202,3,35.795804943,"0"
0,0,206.8225881,3,39.111039466,"0"
6,2,178.09322168,0,21.334651908,"1"
0,0,91.99164592,0,72.264093333,"1"
0,1,225.18169134,0,24.95259473,"0"
0,0,128.12359751,0,37.523324709,"0"
0,0,85.57207035,0,19.223872665,"0"
0,0,176.22191092,2,34.757740199,"0"
0,0,237.81896639,0,20.181582401,"0"
0,0,247.1205918,0,23.661084029,"0"
0,0,150.26333198,1,43.239187116,"0"
0,0,255.12603024,0,28.945531785,"0"
0,0,341.04732919,0,39.963258508,"0"
0,0,152.249875,0,34.249620743,"0"
0,0,122.03036183,0,40.083144531,"0"
0,0,128.36067425,2,41.952681795,"0"
0,0,192.25318228,0,35.064864675,"0"
0,0,177.92669579,1,34.490564131,"0"
1,2,8.0552650769,3,32.012658582,"1"
1,0,194.76099992,1,27.610844064,"0"
0,0,238.48646158,0,44.474917703,"0"
0,0,74.998098598,0,39.49702872,"0"
0,0,233.24887936,3,40.075275838,"0"
3,0,162.57983695,2,69.480650392,"1"
0,0,116.75680052,0,28.019227084,"0"
0,0,245.29516293,0,28.439965842,"0"
0,2,378.82581852,1,20.090783327,"0"
0,0,198.03271759,0,33.931163419,"0"
0,0,69.805697668,2,38.448387115,"0"
0,0,199.41069924,2,27.616338511,"0"
0,2,177.43269886,0,30.998694504,"0"
0,2,198.54334807,1,38.721259448,"0"
0,0,214.86981675,2,40.287411441,"0"
0,0,181.17206513,0,33.200397325,"0"
0,0,160.74993141,0,37.129512042,"0"
0,0,105.25389259,0,36.070978869,"0"
0,7,126.65823161,0,37.162689687,"1"
0,0,357.33268218,0,34.327276537,"0"
0,1,104.01163591,0,19.408461231,"0"
0,0,74.156045076,0,42.81224294,"0"
0,0,139.136329,0,34.042153174,"0"
0,0,108.46940045,1,32.783483568,"0"
0,0,251.14419571,0,43.372372819,"0"
0,0,255.31353476,3,40.878428241,"0"
0,0,148.17649241,1,37.884449327,"0"
0,0,82.527794351,0,40.88273326,"0"
0,0,231.59994452,0,25.701276422,"0"
0,0,305.5667157,2,32.500059069,"0"
0,0,171.88954687,2,42.488517052,"0"
0,2,195.86291677,1,36.871699423,"0"
0,0,123.47114722,0,37.154902302,"0"
0,0,119.85940967,0,38.861656969,"0"
0,1,175.54256546,0,33.670908179,"0"
0,0,60.377932903,3,49.418114378,"1"
0,0,118.61259022,1,32.665746304,"0"
0,0,234.92961744,0,28.391039297,"0"
0,0,239.45711772,0,24.534997192,"0"
0,0,228.0753508,1,25.728837383,"0"
0,0,240.6943608,0,40.775677146,"0"
0,1,82.639505382,1,36.50598321,"0"
0,0,132.4016914,0,36.611156973,"1"
0,0,239.74336633,0,33.776336963,"0"
0,1,196.56812795,2,37.99899138,"0"
0,0,250.46824187,0,30.305388108,"0"
0,0,79.081397224,1,40.02421108,"0"
0,0,92.136821036,1,37.525751033,"0"
0,0,250.19983439,0,29.734874071,"0"
0,0,139.01844935,1,38.582669884,"0"
0,0,98.591738332,2,24.490438355,"0"
0,0,118.17993915,0,37.131064161,"0"
1,0,83.251972039,1,29.632108256,"0"
0,0,102.20427433,0,27.17193008,"0"
0,1,108.63396857,0,40.797457548,"0"
2,0,347.12332582,0,16.816307486,"0"
0,0,234.88798047,1,26.301236902,"0"
0,0,259.55504435,0,29.397478217,"0"
0,2,206.3192338,1,29.843136669,"1"
0,1,91.432675908,0,24.459383678,"0"
0,0,104.48259122,0,34.767288887,"0"
0,0,156.95475827,0,31.700124322,"0"
0,0,91.97034976,1,50.173065029,"1"
0,1,125.928071,0,38.627024993,"0"
2,2,198.76932508,3,38.090209026,"0"
0,0,147.91420273,2,41.225763159,"0"
0,0,148.11499352,0,34.285741432,"0"
1,1,188.33742177,2,38.942759641,"1"
0,0,288.5298732,0,22.423002459,"0"
0,0,199.82804201,1,34.387943973,"0"
0,0,356.93333041,0,37.934443412,"0"
0,0,203.46897898,1,41.572971522,"0"
0,0,79.677885378,1,33.773303262,"0"
1,0,253.61692796,1,43.15970058,"0"
1,0,121.37953588,0,39.69469137,"1"
0,0,276.38174269,0,65.495243152,"1"
0,1,188.14820819,2,36.737721285,"0"
0,0,206.24709466,0,35.127874351,"0"
0,2,191.56929158,0,29.204499555,"0"
0,1,234.65854468,1,37.639252934,"0"
0,0,262.39425427,0,18.430472375,"0"
0,3,156.31913094,0,39.279313253,"0"
0,0,263.04470405,0,28.803982547,"0"
0,0,176.00986434,0,28.548603692,"0"
0,0,254.18965549,0,43.89784955,"0"
0,0,166.23170863,0,26.644324791,"0"
0,0,35.53887812,2,38.847597081,"0"
0,0,123.77662458,2,41.634847306,"0"
0,0,102.22570446,1,25.782787088,"0"
0,3,170.43863924,0,37.915020999,"0"
0,0,270.48998006,0,29.495115994,"0"
0,0,202.6225313,2,37.716646112,"0"
0,0,129.51880811,5,37.413774661,"0"
0,2,139.48533969,0,33.943437719,"0"
0,0,117.64828293,0,21.589836378,"0"
0,0,229.40617542,0,35.867729634,"0"
0,0,200.03256163,0,23.130971888,"0"
0,0,238.52492741,1,44.449670971,"0"
0,0,251.15189185,1,33.517117222,"0"
0,0,166.89946021,1,34.709643927,"0"
0,0,234.77599668,3,29.097298793,"0"
0,0,427.92359149,0,30.182122904,"0"
0,0,79.730260623,2,34.405482343,"0"
0,1,237.31576972,0,30.689439205,"0"
0,0,249.67377106,0,31.635302623,"0"
0,0,219.78527278,3,30.277005376,"0"
0,0,223.43811683,0,31.370272297,"0"
0,0,131.6590526,1,37.273139992,"0"
0,0,35.973541612,1,39.973613155,"0"
0,0,232.23699614,0,25.235438798,"0"
0,0,169.93066352,0,34.629427656,"1"
0,0,235.22926877,0,35.113185331,"0"
0,0,196.92640591,2,43.189031502,"0"
1,1,138.61008049,1,34.351808356,"0"
0,0,173.83862388,0,37.824470796,"0"
0,0,120.25788605,3,28.774702133,"0"
0,0,171.07510456,0,29.299550944,"1"
0,0,130.02625897,0,27.20337824,"0"
3,1,251.62906201,1,32.876870739,"0"
0,1,80.38898294,1,40.01910455,"1"
0,0,219.09048911,0,18.58475695,"0"
0,0,242.24413818,1,45.394168545,"0"
0,0,252.6592531,0,32.497145096,"0"
0,0,191.0774254,1,26.203067291,"0"
0,0,196.87675772,0,33.722769149,"0"
0,0,82.760160333,0,34.385367068,"0"
0,0,133.49754075,1,36.91048167,"0"
0,0,136.7467587,1,41.732675815,"0"
0,0,118.65306415,0,40.662981652,"0"
0,0,186.45101665,0,35.452607421,"0"
0,0,159.99402639,2,27.707443896,"0"
0,1,403.74892984,0,29.583184253,"0"
1,2,157.6206429,0,34.775102513,"0"
0,0,146.32278288,0,32.131373125,"0"
0,0,125.50405141,0,29.293344354,"0"
0,1,233.15612479,0,32.908823864,"1"
0,1,355.1639113,0,40.540295366,"0"
0,0,246.71682738,0,20.205907521,"0"
0,0,74.404263327,1,36.457349926,"0"
0,1,436.75177987,0,29.272556814,"0"
0,1,70.337530564,1,35.212181264,"1"
0,0,253.31804334,0,38.821021323,"0"
0,0,213.45544748,0,33.64852105,"0"
0,0,120.67492799,0,24.089437148,"0"
0,0,182.00104146,2,27.00877688,"0"
0,0,262.07934525,0,21.345227351,"0"
0,0,288.46762658,0,33.054284333,"0"
0,0,279.5221733,1,35.614731425,"0"
0,0,134.03176787,0,36.925736414,"1"
1,0,76.042086926,0,41.027966747,"1"
0,0,349.27961082,0,35.714418429,"0"
0,0,238.38276937,0,25.332201314,"0"
0,0,95.902131333,2,41.244779194,"0"
0,1,132.82371179,0,34.833864806,"0"
0,1,129.48684395,0,39.083002442,"0"
0,7,145.95301782,0,36.759984664,"1"
1,1,368.73779632,0,14.733594833,"0"
0,0,138.68795496,0,39.589961826,"0"
0,1,321.38758675,0,31.380899093,"0"
0,0,156.60549165,1,35.899287842,"0"
0,0,307.63666403,0,30.362483817,"0"
0,0,71.304197606,1,34.712768805,"0"
0,0,252.34969818,10,35.800492028,"0"
0,0,267.86545832,0,29.159609493,"0"
2,0,182.9569956,1,27.385873237,"0"
2,0,249.43595428,1,35.020885785,"0"
1,2,176.93524748,3,36.774639954,"0"
0,0,147.40222744,0,38.855162721,"0"
0,1,107.74109478,0,19.300854446,"0"
0,0,198.81516721,1,27.996872759,"0"
0,0,223.5874152,10,35.951998648,"0"
0,3,182.0664052,0,35.691622815,"0"
0,0,162.3574415,2,39.875483802,"0"
0,0,192.42260626,1,40.845077791,"0"
0,0,141.61314558,2,40.74903888,"0"
0,0,106.93739665,1,41.473001084,"0"
0,0,209.72551959,0,23.915614881,"0"
0,2,194.35993932,1,36.414572822,"0"
0,1,344.7479335,0,39.483820073,"0"
0,0,118.06964742,0,36.051487179,"1"
0,0,202.15263385,0,18.347529385,"0"
0,0,129.01549941,0,34.479454764,"0"
0,0,266.33310144,0,27.007872196,"0"
1,2,198.8467209,0,36.837741045,"0"
0,3,198.24317597,0,35.794259842,"0"
0,0,138.16470464,4,34.598727401,"0"
0,0,116.08660902,1,40.845246192,"0"
0,0,128.66024536,4,28.723017625,"0"
0,0,114.23595157,0,38.682676037,"0"
0,0,164.76230423,5,39.52570494,"0"
0,0,190.1599072,1,29.266317175,"0"
0,0,242.91289344,0,29.801627319,"0"
0,0,227.50739015,10,34.464302149,"0"
0,0,191.90446359,1,33.902320006,"0"
0,0,79.902871414,0,36.020607901,"0"
2,3,189.9194249,3,37.368560459,"0"
0,0,302.87005049,1,27.989466591,"0"
0,0,78.299273534,2,33.581116502,"0"
0,0,164.49002127,0,38.874158603,"1"
0,0,137.43869242,0,31.603100931,"0"
0,0,142.1199793,0,31.743472096,"0"
0,0,105.05041496,0,36.700445544,"0"
0,0,230.8801537,0,20.637917598,"0"
0,0,72.329572042,0,31.605665455,"0"
0,1,148.28809958,0,33.463697469,"0"
0,1,340.79534444,0,40.168827023,"0"
0,0,157.89244671,2,41.651691707,"0"
2,0,214.99645978,1,29.306071113,"0"
0,0,250.01888053,0,35.287166428,"0"
0,0,38.334923849,1,42.109347732,"0"
0,0,165.4307821,0,37.539963363,"0"
1,0,192.47915219,2,26.54684008,"0"
1,1,346.58010279,0,13.347212679,"0"
0,0,129.15261505,3,37.838273531,"0"
0,1,185.32503543,0,27.390380405,"0"
0,0,125.32588539,3,35.999610723,"0"
0,0,181.0272753,2,29.466721027,"0"
0,0,136.95694068,0,39.431663733,"0"
0,0,142.2125619,0,35.949877053,"0"
0,0,169.72388834,1,41.232162564,"0"
0,0,136.6209694,1,27.124889306,"0"
0,0,175.51987453,1,28.648185714,"0"
0,0,240.90805914,0,31.754053954,"0"
0,1,195.72332191,0,27.337441385,"0"
0,0,162.04401039,0,37.51836575,"1"
0,1,197.27367923,1,39.467588446,"0"
0,0,201.65084421,0,19.557272829,"0"
0,0,225.20132562,0,31.12184071,"0"
0,0,132.16026989,0,23.477426284,"1"
0,1,80.148943035,4,42.319370392,"1"
1,0,260.55523624,0,29.516289851,"0"
0,0,140.97202234,2,42.153616933,"0"
0,0,139.53084276,0,37.531077087,"0"
0,0,265.2270609,0,28.493861936,"0"
0,0,183.98210054,0,26.100802572,"0"
0,1,127.83966204,0,39.389594605,"0"
0,0,175.87735007,0,34.747185039,"0"
0,0,167.1637357,1,40.376137593,"0"
0,0,151.85116589,0,31.210704737,"0"
0,0,125.53480182,2,39.462663394,"0"
1,2,143.68279591,0,31.913272413,"0"
0,0,79.371384496,1,33.586691632,"0"
0,0,93.395002466,2,31.283061018,"0"
0,0,159.35410405,1,40.111578298,"0"
0,0,163.98927891,1,39.424487787,"0"
0,0,244.99538458,0,21.415504297,"0"
0,0,246.8377195,3,40.560130328,"0"
0,0,118.64637517,0,38.689440621,"0"
0,2,208.30688217,2,39.677905811,"0"
0,0,175.17044098,1,35.558171284,"0"
0,0,29.058670234,3,31.458500529,"1"
0,0,186.8053299,0,34.19175206,"0"
0,0,137.14247311,1,35.865466207,"0"
0,0,236.05277279,0,28.663416808,"0"
0,0,65.107496541,1,34.696365542,"0"
0,0,141.20846058,3,31.526379711,"0"
0,0,147.19741366,0,37.085986081,"0"
0,0,117.85717268,3,28.537354092,"0"
0,0,115.07618603,1,27.979706434,"0"
0,0,55.021588949,0,31.992753482,"0"
0,0,205.8739212,0,34.975734174,"0"
0,0,227.93289343,0,47.619763526,"1"
0,0,163.41663166,0,26.987437342,"0"
0,0,223.45485481,0,41.429958874,"0"
1,0,187.82532332,1,28.813470941,"0"
0,0,167.51551603,0,37.357581403,"0"
0,2,169.19198431,0,32.820037269,"0"
0,2,407.26116688,0,22.839078993,"0"
0,0,177.0806266,2,40.225695665,"0"
0,0,170.76451694,0,39.248014917,"0"
1,3,179.09616602,1,36.394795447,"0"
0,0,225.58576305,0,33.021284072,"0"
0,2,178.08725678,0,34.802428777,"0"
0,0,134.38410886,0,20.515961862,"0"
2,0,355.13122911,1,15.823615554,"0"
0,1,127.76758759,0,30.942695109,"0"
0,0,107.42060929,0,24.720831083,"0"
0,0,203.90285502,0,25.740930695,"0"
0,0,172.8544902,2,35.390861311,"0"
0,0,85.009196731,1,33.990039745,"0"
0,0,208.67289177,2,41.052235012,"0"
0,0,171.59766853,1,38.917999879,"1"
0,0,107.95131167,0,24.870993882,"0"
0,0,192.36447464,0,23.617104865,"0"
0,0,110.4779566,1,38.521759005,"0"
0,0,214.48449255,3,40.970466815,"0"
0,3,212.38692445,1,36.72874424,"0"
0,0,367.94002493,0,36.561139738,"0"
0,0,181.89180444,1,36.225571567,"0"
0,2,188.8241991,0,32.619501636,"0"
0,0,264.9921562,0,30.622635559,"0"
0,0,110.19319627,2,48.977731698,"1"
0,0,92.99959341,2,29.112936155,"0"
0,0,285.27593467,0,35.045471057,"0"
2,3,185.64499392,2,39.41871848,"0"
0,0,172.69668464,2,42.565582285,"0"
0,0,198.0728056,0,25.507820486,"0"
1,0,184.99032439,1,28.602076071,"0"
0,0,122.63869991,0,29.327513673,"0"
0,0,256.7103553,0,27.310106973,"0"
0,0,67.111665924,2,37.297772993,"0"
0,0,242.6505336,0,30.893118223,"0"
0,0,174.88174385,0,39.784408257,"0"
0,0,101.36228964,1,27.021480654,"0"
1,2,195.53871125,1,36.611072985,"0"
0,0,240.41029194,3,40.735604411,"0"
0,0,130.64846835,0,26.500105076,"0"
0,0,319.59593727,0,25.836785172,"0"
0,0,135.86303837,4,29.21582663,"0"
0,0,232.99471273,3,29.66798564,"0"
0,0,178.61236257,0,38.763313808,"0"
0,0,149.45252906,1,37.008526928,"0"
0,0,258.93715422,0,28.730851165,"0"
0,0,162.99374391,0,34.178345675,"0"
1,2,182.18178223,0,34.785132563,"0"
1,2,184.88001057,1,37.347348766,"0"
0,0,71.461704749,0,41.609813237,"0"
0,0,196.24137089,1,35.602875363,"0"
0,0,240.8560165,2,29.06412827,"0"
0,0,248.78813035,3,41.905604624,"0"
1,0,183.52372929,1,39.752171789,"0"
0,0,94.687106657,0,38.412756136,"0"
0,1,89.652536093,0,18.105282019,"0"
0,3,156.54545124,0,42.736665568,"0"
0,1,107.77338665,0,20.643199675,"0"
0,0,68.549045013,2,34.535243721,"0"
0,0,97.962961658,1,33.743367654,"0"
0,0,240.64357656,3,29.267992416,"0"
0,0,294.78208459,0,29.952554463,"0"
0,3,178.03446327,0,40.102751827,"0"
2,0,180.0294503,1,27.045006761,"0"
0,0,260.07164985,0,27.286882027,"0"
