"","DELINQ","DEROG","NINQ","CLAGE","BAD","DEBTINC"
"1588",0,0,1,271.23803732,"0",33.251079314
"1589",0,0,0,4.4127700608,"0",19.112485067
"1590",0,0,2,192.31448267,"0",34.343755724
"1591",0,0,1,188.88668235,"0",26.950451284
"1592",2,0,0,199.08772113,"0",29.462134076
"1593",0,0,0,200.41695429,"0",34.019837692
"1594",0,1,0,266.12105655,"0",34.082178462
"1595",0,0,0,191.39688748,"0",34.368650887
"1596",0,0,0,132.09363428,"0",26.864568467
"1597",1,0,0,193.74248539,"0",27.623493964
"1598",0,0,0,135.80047603,"0",35.851614414
"1599",0,0,0,169.40165199,"0",40.174430056
"1600",0,0,3,262.89018789,"0",39.547882702
"1601",0,0,0,173.31832075,"0",38.191626025
"1602",1,0,1,164.59640287,"0",39.449692717
"1603",0,0,0,129.7,"1",NA
"1604",0,0,0,89.4,"1",NA
"1605",1,1,1,146.29617189,"1",NA
"1606",1,5,2,177.56666667,"1",NA
"1607",0,0,1,162.11625392,"0",39.791198955
"1608",1,1,1,149.06474483,"0",28.975940118
"1609",0,0,0,61.915444655,"0",30.702428546
"1610",1,0,1,203.70020243,"0",37.596951452
"1611",0,0,0,354.17458076,"0",34.355739238
"1612",1,0,0,312.54739604,"0",31.181801354
"1613",1,0,0,103.04811711,"0",19.020168304
"1614",0,4,0,194.84216401,"0",29.893621477
"1615",3,0,3,201.36992202,"0",35.795804943
"1616",0,0,3,206.8225881,"0",39.111039466
"1617",2,6,0,178.09322168,"1",21.334651908
"1618",0,0,0,91.99164592,"1",72.264093333
"1619",1,0,0,225.18169134,"0",24.95259473
"1620",0,0,0,128.12359751,"0",37.523324709
"1621",0,0,0,85.57207035,"0",19.223872665
"1622",0,0,0,78.133333333,"0",NA
"1623",0,0,4,34.466666667,"1",NA
"1624",1,0,3,304.36666667,"1",NA
"1625",0,0,2,176.22191092,"0",34.757740199
"1626",0,0,7,158.0847883,"0",38.477504842
"1627",0,0,0,237.81896639,"0",20.181582401
"1628",0,0,0,247.1205918,"0",23.661084029
"1629",0,0,1,150.26333198,"0",43.239187116
"1630",0,0,0,255.12603024,"0",28.945531785
"1631",0,0,0,341.04732919,"0",39.963258508
"1632",0,0,0,152.249875,"0",34.249620743
"1633",1,0,0,93.727138031,"0",37.202953562
"1634",0,0,0,122.03036183,"0",40.083144531
"1635",4,3,1,204.02559324,"1",NA
"1636",0,0,2,128.36067425,"0",41.952681795
"1637",0,0,0,192.25318228,"0",35.064864675
"1638",0,0,1,177.92669579,"0",34.490564131
"1639",2,1,3,8.0552650769,"1",32.012658582
"1640",1,0,4,125.36336996,"1",NA
"1641",0,1,1,194.76099992,"0",27.610844064
"1642",0,0,0,238.48646158,"0",44.474917703
"1643",0,0,0,74.998098598,"0",39.49702872
"1644",1,1,1,105.74964198,"0",23.766832127
"1645",0,4,0,248.48194525,"0",30.330811492
"1646",0,0,3,233.24887936,"0",40.075275838
"1647",0,0,2,37.566666667,"0",NA
"1648",0,3,0,80.1,"1",NA
"1649",0,0,2,216.06666667,"1",NA
"1650",0,3,2,162.57983695,"1",69.480650392
"1651",1,1,1,122.60405287,"0",37.010948765
"1652",0,0,0,116.75680052,"0",28.019227084
"1653",0,0,0,245.29516293,"0",28.439965842
"1654",2,0,1,378.82581852,"0",20.090783327
"1655",0,0,0,198.03271759,"0",33.931163419
"1656",0,0,2,69.805697668,"0",38.448387115
"1657",0,0,2,199.41069924,"0",27.616338511
"1658",2,0,0,177.43269886,"0",30.998694504
"1659",2,0,1,198.54334807,"0",38.721259448
"1660",0,0,2,214.86981675,"0",40.287411441
"1661",1,1,1,175.65856785,"0",30.253969922
"1662",0,5,5,117.91881998,"1",58.295989944
"1663",0,0,0,181.17206513,"0",33.200397325
"1664",0,0,0,160.74993141,"0",37.129512042
"1665",0,0,0,105.25389259,"0",36.070978869
"1666",7,0,0,126.65823161,"1",37.162689687
"1667",0,0,0,357.33268218,"0",34.327276537
"1668",1,0,0,104.01163591,"0",19.408461231
"1669",0,0,0,74.156045076,"0",42.81224294
"1670",0,0,0,139.136329,"0",34.042153174
"1671",0,0,1,108.46940045,"0",32.783483568
"1672",0,0,0,251.14419571,"0",43.372372819
"1673",0,0,3,255.31353476,"0",40.878428241
"1674",0,0,1,148.17649241,"0",37.884449327
"1675",1,0,1,170.54003506,"0",30.785003591
"1676",0,0,0,82.527794351,"0",40.88273326
"1677",0,0,0,231.59994452,"0",25.701276422
"1678",0,0,2,305.5667157,"0",32.500059069
"1679",0,0,2,171.88954687,"0",42.488517052
"1680",1,1,1,126.78778068,"0",41.047754879
"1681",2,0,1,195.86291677,"0",36.871699423
"1682",0,0,0,170.70050749,"0",29.942492402
"1683",0,0,0,243.5,"0",NA
"1684",0,0,2,182.6,"1",NA
"1685",0,0,0,123.47114722,"0",37.154902302
"1686",0,0,0,119.85940967,"0",38.861656969
"1687",1,0,0,175.54256546,"0",33.670908179
"1688",0,0,3,60.377932903,"1",49.418114378
"1689",0,0,1,118.61259022,"0",32.665746304
"1690",1,0,0,81.394829612,"0",35.503664257
"1691",0,0,11,238.46666667,"0",NA
"1692",1,1,1,174.32656084,"0",39.430730627
"1693",0,0,0,234.92961744,"0",28.391039297
"1694",0,0,0,239.45711772,"0",24.534997192
"1695",1,0,1,170.9458328,"0",29.099981214
"1696",0,0,1,69.433333333,"1",NA
"1697",0,0,0,123.6,"1",NA
"1698",0,0,1,228.0753508,"0",25.728837383
"1699",0,0,0,240.6943608,"0",40.775677146
"1700",1,0,1,82.639505382,"0",36.50598321
"1701",0,0,0,132.4016914,"1",36.611156973
"1702",0,0,0,239.74336633,"0",33.776336963
"1703",1,0,2,196.56812795,"0",37.99899138
"1704",0,0,0,250.46824187,"0",30.305388108
"1705",1,1,1,398.8,"1",40.932766781
"1706",0,0,1,79.081397224,"0",40.02421108
"1707",0,0,0,12.752046941,"0",18.249721916
"1708",1,0,0,185.57266828,"0",28.977738657
"1709",0,0,1,92.136821036,"0",37.525751033
"1710",0,0,0,250.19983439,"0",29.734874071
"1711",0,0,1,139.01844935,"0",38.582669884
"1712",1,1,1,105.74964198,"0",38.928315685
"1713",0,0,2,98.591738332,"0",24.490438355
"1714",0,0,0,118.17993915,"0",37.131064161
"1715",0,1,1,83.251972039,"0",29.632108256
"1716",0,0,0,102.20427433,"0",27.17193008
"1717",1,0,0,108.63396857,"0",40.797457548
"1718",0,0,7,151.69943102,"0",38.177742947
"1719",0,2,0,347.12332582,"0",16.816307486
"1720",0,0,1,234.88798047,"0",26.301236902
"1721",0,0,0,259.55504435,"0",29.397478217
"1722",2,0,1,206.3192338,"1",29.843136669
"1723",1,0,0,91.432675908,"0",24.459383678
"1724",0,0,0,104.48259122,"0",34.767288887
"1725",0,0,0,156.95475827,"0",31.700124322
"1726",0,0,1,91.97034976,"1",50.173065029
"1727",1,0,0,125.928071,"0",38.627024993
"1728",2,2,3,198.76932508,"0",38.090209026
"1729",2,1,0,145.53333333,"1",NA
"1730",0,0,0,115.9,"1",NA
"1731",1,0,2,169.73333333,"1",NA
"1732",2,0,1,213.66666667,"1",NA
"1733",0,0,0,262.96666667,"0",NA
"1734",0,0,5,126.8,"0",NA
"1735",0,0,0,176.5,"0",NA
"1736",2,0,1,151.13333333,"0",NA
"1737",0,0,3,170.43333333,"0",NA
"1738",0,0,0,144.06666667,"0",NA
"1739",0,3,1,189.7,"0",NA
"1740",1,0,4,206.66666667,"0",NA
"1741",0,0,1,264.8,"0",NA
"1742",0,0,0,114.96849873,"0",NA
"1743",0,0,1,143.03333333,"0",NA
"1744",0,0,2,78.066666667,"0",NA
"1745",0,0,0,199.9,"0",NA
"1746",0,0,4,124.76666667,"0",NA
"1747",3,0,0,153.5,"0",NA
"1748",0,0,0,172.5,"0",NA
"1749",0,0,2,200.9,"0",NA
"1750",0,0,2,114.66666667,"0",NA
"1751",0,0,4,136,"0",NA
"1752",0,0,3,239.53333333,"0",NA
"1753",1,1,1,105.74964198,"1",NA
"1754",2,1,1,144.06666667,"0",NA
"1755",0,0,0,216.13333333,"0",NA
"1756",8,0,0,195.83333333,"1",NA
"1757",0,2,0,99.366666667,"1",NA
"1758",0,0,1,247.5,"1",NA
"1759",0,0,0,95.733333333,"1",NA
"1760",1,1,2,105.5,"1",NA
"1761",0,0,2,153.16666667,"1",NA
"1762",1,0,0,71,"1",NA
"1763",4,0,3,123.1,"1",NA
"1764",2,0,0,219.13333333,"1",NA
"1765",1,0,2,65.966666667,"1",NA
"1766",5,0,1,220.13333333,"1",NA
"1767",0,1,0,137,"1",NA
"1768",1,0,1,113.63333333,"1",NA
"1769",0,0,2,147.91420273,"0",41.225763159
"1770",0,0,0,148.11499352,"0",34.285741432
"1771",1,1,2,188.33742177,"1",38.942759641
"1772",0,0,0,288.5298732,"0",22.423002459
"1773",0,0,1,199.82804201,"0",34.387943973
"1774",0,0,0,356.93333041,"0",37.934443412
"1775",0,0,1,203.46897898,"0",41.572971522
"1776",0,0,1,79.677885378,"0",33.773303262
"1777",0,1,1,253.61692796,"0",43.15970058
"1778",0,1,0,121.37953588,"1",39.69469137
"1779",0,0,0,276.38174269,"1",65.495243152
"1780",1,0,2,188.14820819,"0",36.737721285
"1781",0,0,0,206.24709466,"0",35.127874351
"1782",2,0,0,191.56929158,"0",29.204499555
"1783",1,0,1,234.65854468,"0",37.639252934
"1784",0,0,0,67.780848026,"1",26.990532996
"1785",0,0,0,262.39425427,"0",18.430472375
"1786",3,0,0,156.31913094,"0",39.279313253
"1787",0,0,0,263.04470405,"0",28.803982547
"1788",1,1,1,109.51487945,"1",45.304760569
"1789",2,0,0,159.87451797,"0",33.453728495
"1790",0,0,0,176.00986434,"0",28.548603692
"1791",0,0,0,254.18965549,"0",43.89784955
"1792",0,0,0,166.23170863,"0",26.644324791
"1793",1,1,1,122.69182705,"0",41.128085307
"1794",0,0,1,167.4,"1",NA
"1795",0,0,0,118.76666667,"0",NA
"1796",0,1,2,107.53333333,"0",NA
"1797",0,0,1,155.2,"1",NA
"1798",0,0,2,35.53887812,"0",38.847597081
"1799",0,0,0,174.32656084,"0",0.7202950067
"1800",0,0,2,123.77662458,"0",41.634847306
"1801",0,0,1,102.22570446,"0",25.782787088
"1802",3,0,0,170.43863924,"0",37.915020999
"1803",0,0,0,270.48998006,"0",29.495115994
"1804",0,0,2,202.6225313,"0",37.716646112
"1805",0,0,5,129.51880811,"0",37.413774661
"1806",1,1,1,179.86634886,"0",29.89415099
"1807",2,0,0,139.48533969,"0",33.943437719
"1808",1,1,1,297.9070847,"0",37.618026904
"1809",0,0,0,117.64828293,"0",21.589836378
"1810",0,0,0,229.40617542,"0",35.867729634
"1811",0,0,0,200.03256163,"0",23.130971888
"1812",0,0,1,238.52492741,"0",44.449670971
"1813",0,0,1,251.15189185,"0",33.517117222
"1814",0,0,1,166.89946021,"0",34.709643927
"1815",0,0,3,234.77599668,"0",29.097298793
"1816",0,0,0,427.92359149,"0",30.182122904
"1817",0,0,2,79.730260623,"0",34.405482343
"1818",0,0,3,152.13333333,"1",NA
"1819",0,0,0,173.5,"0",NA
"1820",1,0,0,237.31576972,"0",30.689439205
"1821",0,0,0,249.67377106,"0",31.635302623
"1822",0,0,3,219.78527278,"0",30.277005376
"1823",0,0,0,223.43811683,"0",31.370272297
"1824",0,0,1,131.6590526,"0",37.273139992
"1825",0,0,1,35.973541612,"0",39.973613155
"1826",0,0,0,232.23699614,"0",25.235438798
"1827",0,0,0,169.93066352,"1",34.629427656
"1828",0,0,0,235.22926877,"0",35.113185331
"1829",0,0,2,196.92640591,"0",43.189031502
"1830",1,1,1,138.61008049,"0",34.351808356
"1831",0,0,0,173.83862388,"0",37.824470796
"1832",1,0,0,173.71432273,"0",32.056072286
"1833",0,0,3,120.25788605,"0",28.774702133
"1834",0,0,0,171.07510456,"1",29.299550944
"1835",0,0,0,130.02625897,"0",27.20337824
"1836",1,0,3,212.78299558,"0",43.134095051
"1837",1,3,1,251.62906201,"0",32.876870739
"1838",1,0,1,80.38898294,"1",40.01910455
"1839",1,0,0,179.8829733,"0",30.488268105
"1840",0,0,0,219.09048911,"0",18.58475695
"1841",0,0,1,242.24413818,"0",45.394168545
"1842",1,1,1,163.54095996,"0",20.02628441
"1843",0,0,1,145.06666667,"1",NA
"1844",0,0,2,184.36666667,"1",NA
"1845",2,0,3,232.33333333,"1",NA
"1846",4,0,4,212.86666667,"1",NA
"1847",0,0,0,252.6592531,"0",32.497145096
"1848",0,0,1,191.0774254,"0",26.203067291
"1849",0,0,0,196.87675772,"0",33.722769149
"1850",0,0,0,82.760160333,"0",34.385367068
"1851",0,0,1,133.49754075,"0",36.91048167
"1852",0,0,4,206.81707264,"0",41.42504139
"1853",0,0,1,136.7467587,"0",41.732675815
"1854",0,0,0,118.65306415,"0",40.662981652
"1855",0,0,0,186.45101665,"0",35.452607421
"1856",1,0,7,154.8992783,"0",39.701782857
"1857",0,0,2,159.99402639,"0",27.707443896
"1858",1,0,0,403.74892984,"0",29.583184253
"1859",2,1,0,157.6206429,"0",34.775102513
"1860",0,0,0,146.32278288,"0",32.131373125
"1861",1,1,1,218.53926573,"1",40.222283144
"1862",1,5,3,170.43333333,"1",NA
"1863",0,0,0,125.50405141,"0",29.293344354
"1864",1,0,0,233.15612479,"1",32.908823864
"1865",1,0,0,355.1639113,"0",40.540295366
"1866",0,0,0,246.71682738,"0",20.205907521
"1867",0,0,1,74.404263327,"0",36.457349926
"1868",1,0,0,436.75177987,"0",29.272556814
"1869",1,0,1,70.337530564,"1",35.212181264
"1870",0,0,0,253.31804334,"0",38.821021323
"1871",0,0,0,213.45544748,"0",33.64852105
"1872",0,0,0,120.67492799,"0",24.089437148
"1873",0,0,2,182.00104146,"0",27.00877688
"1874",0,0,0,262.07934525,"0",21.345227351
"1875",0,0,0,105.74964198,"0",2.3651954133
"1876",0,0,0,194.84216401,"1",NA
"1877",0,0,0,288.46762658,"0",33.054284333
"1878",0,0,1,279.5221733,"0",35.614731425
"1879",0,0,0,134.03176787,"1",36.925736414
"1880",0,1,6,147.01282696,"0",39.930947359
"1881",0,1,0,76.042086926,"1",41.027966747
"1882",0,0,0,349.27961082,"0",35.714418429
"1883",1,1,1,146.29617189,"0",38.237225598
"1884",0,0,0,238.38276937,"0",25.332201314
"1885",0,0,2,95.902131333,"0",41.244779194
"1886",1,0,0,132.82371179,"0",34.833864806
"1887",1,0,0,129.48684395,"0",39.083002442
"1888",7,0,0,145.95301782,"1",36.759984664
"1889",0,0,4,209.70673679,"0",40.905619756
"1890",1,1,0,368.73779632,"0",14.733594833
"1891",0,0,0,138.68795496,"0",39.589961826
"1892",1,0,0,321.38758675,"0",31.380899093
"1893",0,0,1,156.60549165,"0",35.899287842
"1894",0,0,0,307.63666403,"0",30.362483817
"1895",0,0,1,71.304197606,"0",34.712768805
"1896",0,0,10,252.34969818,"0",35.800492028
"1897",1,1,1,173.7172393,"0",21.621195099
"1898",0,0,3,70.9,"1",NA
"1899",0,0,0,77.233333333,"1",NA
"1900",1,0,1,113.03333333,"1",NA
"1901",0,0,1,173.46666667,"0",NA
"1902",0,3,1,74.066666667,"0",NA
"1903",5,0,0,183.63333333,"1",NA
"1904",0,0,1,282.03333333,"1",NA
"1905",6,2,4,226.43333333,"1",NA
"1906",0,0,0,267.86545832,"0",29.159609493
"1907",0,2,1,182.9569956,"0",27.385873237
"1908",0,2,1,249.43595428,"0",35.020885785
"1909",2,1,3,176.93524748,"0",36.774639954
"1910",0,0,0,147.40222744,"0",38.855162721
"1911",1,0,0,107.74109478,"0",19.300854446
"1912",0,0,1,198.81516721,"0",27.996872759
"1913",0,0,10,223.5874152,"0",35.951998648
"1914",1,1,1,234.02181639,"0",38.438681858
"1915",0,0,1,309.4,"0",NA
"1916",3,0,0,182.0664052,"0",35.691622815
"1917",1,1,1,234.02181639,"0",27.352644226
"1918",0,0,2,162.3574415,"0",39.875483802
"1919",0,0,1,192.42260626,"0",40.845077791
"1920",0,0,2,141.61314558,"0",40.74903888
"1921",1,2,8,202.86666667,"1",NA
"1922",0,1,10,98.433333333,"1",NA
"1923",0,0,1,106.93739665,"0",41.473001084
"1924",0,0,0,209.72551959,"0",23.915614881
"1925",2,0,1,194.35993932,"0",36.414572822
"1926",1,0,0,344.7479335,"0",39.483820073
"1927",0,1,2,89.066666667,"1",NA
"1928",0,0,0,118.06964742,"1",36.051487179
"1929",0,0,0,202.15263385,"0",18.347529385
"1930",0,0,0,129.01549941,"0",34.479454764
"1931",1,0,7,170.40710644,"0",37.802669594
"1932",0,0,2,87.2,"0",NA
"1933",0,1,7,58.7,"1",NA
"1934",0,0,0,266.33310144,"0",27.007872196
"1935",2,1,0,198.8467209,"0",36.837741045
"1936",3,0,0,198.24317597,"0",35.794259842
"1937",0,0,4,138.16470464,"0",34.598727401
"1938",0,0,1,116.08660902,"0",40.845246192
"1939",0,0,4,128.66024536,"0",28.723017625
"1940",0,0,0,114.23595157,"0",38.682676037
"1941",0,0,5,164.76230423,"0",39.52570494
"1942",0,0,1,190.1599072,"0",29.266317175
"1943",0,0,0,242.91289344,"0",29.801627319
"1944",0,0,10,227.50739015,"0",34.464302149
"1945",0,0,1,191.90446359,"0",33.902320006
"1946",0,0,0,79.902871414,"0",36.020607901
"1947",3,2,3,189.9194249,"0",37.368560459
"1948",0,0,1,302.87005049,"0",27.989466591
"1949",0,0,2,78.299273534,"0",33.581116502
"1950",0,0,0,164.49002127,"1",38.874158603
"1951",0,0,0,137.43869242,"0",31.603100931
"1952",0,0,0,142.1199793,"0",31.743472096
"1953",0,0,0,105.05041496,"0",36.700445544
"1954",0,0,0,230.8801537,"0",20.637917598
"1955",0,0,0,72.329572042,"0",31.605665455
"1956",1,0,0,148.28809958,"0",33.463697469
"1957",1,0,0,340.79534444,"0",40.168827023
"1958",0,0,2,157.89244671,"0",41.651691707
"1959",0,2,1,214.99645978,"0",29.306071113
"1960",0,0,0,250.01888053,"0",35.287166428
"1961",0,0,1,38.334923849,"0",42.109347732
"1962",0,0,0,165.4307821,"0",37.539963363
"1963",0,1,2,192.47915219,"0",26.54684008
"1964",1,1,0,346.58010279,"0",13.347212679
"1965",0,0,3,129.15261505,"0",37.838273531
"1966",1,0,0,185.32503543,"0",27.390380405
"1967",0,0,3,125.32588539,"0",35.999610723
"1968",1,0,4,210.11522091,"0",43.768191776
"1969",0,0,2,181.0272753,"0",29.466721027
"1970",0,0,0,136.95694068,"0",39.431663733
"1971",0,0,0,142.2125619,"0",35.949877053
"1972",0,0,1,169.72388834,"0",41.232162564
"1973",0,0,1,136.6209694,"0",27.124889306
"1974",0,0,1,175.51987453,"0",28.648185714
"1975",0,0,0,240.90805914,"0",31.754053954
"1976",1,0,0,195.72332191,"0",27.337441385
"1977",0,0,0,162.04401039,"1",37.51836575
"1978",1,0,1,197.27367923,"0",39.467588446
"1979",0,0,0,201.65084421,"0",19.557272829
"1980",1,1,1,218.53926573,"0",25.132448542
"1981",1,1,1,218.53926573,"0",24.659670477
"1982",0,0,0,225.20132562,"0",31.12184071
"1983",0,0,0,132.16026989,"1",23.477426284
"1984",1,0,4,80.148943035,"1",42.319370392
"1985",1,1,1,159.80149338,"0",30.010909605
"1986",0,1,0,260.55523624,"0",29.516289851
"1987",1,1,1,297.9070847,"1",NA
"1988",0,1,2,203.9,"1",NA
"1989",0,0,2,140.97202234,"0",42.153616933
"1990",0,0,0,139.53084276,"0",37.531077087
"1991",0,0,0,265.2270609,"0",28.493861936
"1992",0,0,0,183.98210054,"0",26.100802572
"1993",1,0,0,127.83966204,"0",39.389594605
"1994",3,0,2,116.46675743,"1",43.572307509
"1995",0,0,0,175.87735007,"0",34.747185039
"1996",0,0,1,167.1637357,"0",40.376137593
"1997",0,0,0,151.85116589,"0",31.210704737
"1998",0,0,2,125.53480182,"0",39.462663394
"1999",2,1,0,143.68279591,"0",31.913272413
"2000",0,0,1,79.371384496,"0",33.586691632
"2001",0,0,2,93.395002466,"0",31.283061018
"2002",0,0,1,159.35410405,"0",40.111578298
"2003",0,0,1,163.98927891,"0",39.424487787
"2004",0,0,3,201.93333333,"0",NA
"2005",1,0,0,205.93333333,"1",NA
"2006",0,0,0,244.99538458,"0",21.415504297
"2007",0,0,3,246.8377195,"0",40.560130328
"2008",0,0,0,118.64637517,"0",38.689440621
"2009",1,1,1,116.77581763,"0",39.977051188
"2010",2,0,2,208.30688217,"0",39.677905811
"2011",0,0,1,175.17044098,"0",35.558171284
"2012",0,0,3,29.058670234,"1",31.458500529
"2013",0,0,0,186.8053299,"0",34.19175206
"2014",0,0,1,137.14247311,"0",35.865466207
"2015",0,0,0,236.05277279,"0",28.663416808
"2016",0,0,1,65.107496541,"0",34.696365542
"2017",0,0,3,141.20846058,"0",31.526379711
"2018",1,0,1,187.17919874,"0",29.995038406
"2019",0,0,0,147.19741366,"0",37.085986081
"2020",0,0,3,117.85717268,"0",28.537354092
"2021",0,0,5,77.133333333,"1",NA
"2022",0,0,1,115.07618603,"0",27.979706434
"2023",0,0,0,55.021588949,"0",31.992753482
"2024",0,0,0,205.8739212,"0",34.975734174
"2025",0,0,0,227.93289343,"1",47.619763526
"2026",0,0,0,163.41663166,"0",26.987437342
"2027",0,0,0,223.45485481,"0",41.429958874
"2028",0,1,1,187.82532332,"0",28.813470941
"2029",0,0,0,167.51551603,"0",37.357581403
"2030",2,0,0,169.19198431,"0",32.820037269
"2031",2,0,0,407.26116688,"0",22.839078993
"2032",0,0,2,177.0806266,"0",40.225695665
"2033",0,0,0,170.76451694,"0",39.248014917
"2034",3,1,1,179.09616602,"0",36.394795447
"2035",0,0,0,225.58576305,"0",33.021284072
"2036",2,0,0,178.08725678,"0",34.802428777
"2037",0,0,0,134.38410886,"0",20.515961862
"2038",0,0,0,109.4,"1",NA
"2039",0,2,1,355.13122911,"0",15.823615554
"2040",1,0,7,166.7262772,"0",38.35512561
"2041",1,0,0,127.76758759,"0",30.942695109
"2042",0,0,0,107.42060929,"0",24.720831083
"2043",0,0,0,203.90285502,"0",25.740930695
"2044",0,0,2,172.8544902,"0",35.390861311
"2045",0,0,1,85.009196731,"0",33.990039745
"2046",0,0,2,208.67289177,"0",41.052235012
"2047",0,0,1,171.59766853,"1",38.917999879
"2048",0,0,0,107.95131167,"0",24.870993882
"2049",0,0,0,192.36447464,"0",23.617104865
"2050",0,0,1,110.4779566,"0",38.521759005
"2051",0,0,3,214.48449255,"0",40.970466815
"2052",3,0,1,212.38692445,"0",36.72874424
"2053",0,0,0,367.94002493,"0",36.561139738
"2054",0,1,6,143.10806066,"0",37.29840496
"2055",0,0,1,181.89180444,"0",36.225571567
"2056",2,0,0,188.8241991,"0",32.619501636
"2057",0,0,0,264.9921562,"0",30.622635559
"2058",0,0,2,110.19319627,"1",48.977731698
"2059",3,0,0,142.16666667,"1",NA
"2060",1,0,2,148.5,"1",NA
"2061",0,0,3,211.06666667,"0",NA
"2062",0,0,0,304.36666667,"0",NA
"2063",0,0,0,292.1,"0",NA
"2064",0,0,1,262.73333333,"0",NA
"2065",1,1,2,90.933333333,"0",NA
"2066",1,0,2,199.9,"0",NA
"2067",1,9,0,193.8,"1",NA
"2068",2,3,4,66.933333333,"1",NA
"2069",0,1,0,132.86666667,"1",NA
"2070",1,0,1,21.266666667,"1",NA
"2071",0,0,0,132.86666667,"1",NA
"2072",6,2,6,106.53333333,"1",NA
"2073",0,0,3,84.417030462,"1",NA
"2074",2,0,1,195.83333333,"1",NA
"2075",2,0,0,149.16666667,"1",NA
"2076",2,2,3,138.33333333,"1",NA
"2077",0,0,7,19.333333333,"1",NA
"2078",0,0,2,92.99959341,"0",29.112936155
"2079",0,0,0,285.27593467,"0",35.045471057
"2080",3,2,2,185.64499392,"0",39.41871848
"2081",0,0,2,172.69668464,"0",42.565582285
"2082",0,0,0,198.0728056,"0",25.507820486
"2083",1,1,1,248.48194525,"0",NA
"2084",0,1,1,184.99032439,"0",28.602076071
"2085",0,0,0,122.63869991,"0",29.327513673
"2086",0,0,0,256.7103553,"0",27.310106973
"2087",0,0,2,67.111665924,"0",37.297772993
"2088",1,1,1,194.84216401,"0",35.809612733
"2089",0,0,0,242.6505336,"0",30.893118223
"2090",0,0,0,174.88174385,"0",39.784408257
"2091",0,0,1,101.36228964,"0",27.021480654
"2092",2,1,1,195.53871125,"0",36.611072985
"2093",0,0,3,240.41029194,"0",40.735604411
"2094",1,1,1,297.9070847,"1",NA
"2095",0,0,0,130.64846835,"0",26.500105076
"2096",0,0,0,319.59593727,"0",25.836785172
"2097",0,2,1,93.3,"1",NA
"2098",0,0,4,135.86303837,"0",29.21582663
"2099",0,0,3,232.99471273,"0",29.66798564
"2100",0,0,0,32.41493353,"0",3.657370718
"2101",0,0,0,178.61236257,"0",38.763313808
"2102",0,0,1,149.45252906,"0",37.008526928
"2103",0,0,0,258.93715422,"0",28.730851165
"2104",0,0,0,162.99374391,"0",34.178345675
"2105",2,1,0,182.18178223,"0",34.785132563
"2106",0,1,0,92.4,"1",NA
"2107",2,1,1,184.88001057,"0",37.347348766
"2108",0,0,0,71.461704749,"0",41.609813237
"2109",0,0,1,196.24137089,"0",35.602875363
"2110",0,1,0,218.53926573,"0",1.5659310471
"2111",0,0,2,240.8560165,"0",29.06412827
"2112",0,0,3,248.78813035,"0",41.905604624
"2113",0,1,1,183.52372929,"0",39.752171789
"2114",0,0,0,94.687106657,"0",38.412756136
"2115",1,0,0,89.652536093,"0",18.105282019
"2116",1,0,3,102.6208363,"1",38.934169132
"2117",0,0,2,113.23333333,"1",NA
"2118",3,0,0,156.54545124,"0",42.736665568
"2119",1,0,0,107.77338665,"0",20.643199675
"2120",0,0,2,68.549045013,"0",34.535243721
"2121",0,0,1,97.962961658,"0",33.743367654
"2122",0,0,3,240.64357656,"0",29.267992416
"2123",1,1,1,146.29617189,"0",39.370262709
"2124",0,0,0,294.78208459,"0",29.952554463
"2125",1,0,0,178.06475237,"0",29.954230932
"2126",1,0,1,226.2,"1",NA
"2127",3,0,0,178.03446327,"0",40.102751827
"2128",0,2,1,180.0294503,"0",27.045006761
"2129",1,1,1,174.32656084,"0",34.561831401
"2130",0,0,0,260.07164985,"0",27.286882027
"2131",0,0,1,81.10679915,"0",33.86964175
"2132",2,0,1,335.98931518,"1",30.37586285
"2133",0,0,1,182.0643734,"1",40.206671113
"2134",1,1,1,157.91698973,"0",29.79823118
"2135",0,0,0,218.53926573,"0",3.7204214203
"2136",0,0,0,91.923528914,"0",35.243120856
"2137",0,0,0,210.96666667,"0",NA
"2138",0,0,0,322.00454197,"0",15.916769212
"2139",0,0,2,154.48481378,"0",41.119153488
"2140",0,0,4,127.76666667,"1",NA
"2141",0,0,3,198.39162001,"0",41.987115537
"2142",0,0,3,208.92069357,"0",37.055724552
"2143",1,1,1,114.96849873,"0",36.027104172
"2144",0,0,0,118.91849399,"0",24.769621931
"2145",0,0,0,232.29213861,"0",32.012701356
"2146",1,0,0,175.1914887,"0",34.231393529
"2147",0,0,1,210.99697546,"0",23.807147729
"2148",0,0,2,77.445106295,"0",36.869212637
"2149",1,1,1,175.96269497,"0",31.563441222
"2150",0,0,1,178.1121065,"0",33.795091238
"2151",0,0,4,159.20708757,"0",38.94860467
"2152",0,0,0,222.91307236,"0",32.968632674
"2153",0,0,0,176.84619551,"0",27.865588733
"2154",0,0,1,147.91098236,"1",30.962076653
"2155",0,0,0,74.435993325,"0",41.060320697
"2156",0,0,0,195.87763265,"0",24.877508414
"2157",0,0,0,169.85244928,"0",25.10971349
"2158",0,1,2,110.74174156,"1",48.340234737
"2159",1,0,4,210.71825612,"0",40.247372799
"2160",0,0,0,214.36204349,"0",36.30954976
"2161",0,0,4,145.75659669,"0",31.336418262
"2162",0,0,1,124.56401792,"0",34.95327869
